,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
91,Fernando Monetti,Nacional,2018-05-12,Sat,Primera A,Quarter-finals,Away,L 0–1,Nacional,AD Cali,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
92,Fernando Monetti,Nacional,2018-05-15,Tue,Libertadores,Group stage,Away,L 0–1,co Nacional,ec Delfín SC,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
93,Fernando Monetti,Nacional,2018-05-19,Sat,Primera A,Quarter-finals,Home,W 2–0,Nacional,AD Cali,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
94,Fernando Monetti,Nacional,2018-05-24,Thu,Libertadores,Group stage,Home,D 0–0,co Nacional,cl Colo-Colo,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
95,Fernando Monetti,Nacional,2018-05-29,Tue,Primera A,Semi-finals,Away,D 0–0,Nacional,Huila,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
96,Fernando Monetti,Nacional,2018-06-02,Sat,Primera A,Semi-finals,Home,D 0 (4)–0 (2),Nacional,Huila,Y,GK,120,3,0,3,100.0,1,0,0,0,0,Match Report
97,Fernando Monetti,Nacional,2018-06-06,Wed,Primera A,Finals,Away,W 1–0,Nacional,Tolima,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
98,Fernando Monetti,Nacional,2018-06-09,Sat,Primera A,Finals,Home,L 1 (2)–2 (4),Nacional,Tolima,Y,GK,120,5,2,3,60.0,0,0,0,0,0,Match Report
99,Fernando Monetti,Nacional,2018-08-09,Thu,Libertadores,Round of 16,Away,L 0–2,co Nacional,ar Tucumán,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report
100,Fernando Monetti,Nacional,2018-08-24,Fri,Primera A,Regular season,Home,W 3–2,Nacional,Alianza,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report
101,Fernando Monetti,Nacional,2018-10-18,Thu,Primera A,Regular season,Away,W 3–1,Nacional,Rionegro,Y,GK,90,3,1,3,100.0,0,1,1,0,0,Match Report
102,Fernando Monetti,Nacional,2018-10-27,Sat,Primera A,Regular season,Away,L 0–2,Nacional,Once Caldas,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report
